query,condition,knn_score,time,visited_objects
112,500,0.13333333333333333,0.020357131958007812,1889
112,1000,0.13333333333333333,0.020374536514282227,1889
112,3000,0.13333333333333333,0.028693437576293945,3753
112,5000,0.16666666666666666,0.0287783145904541,5780
112,10000,0.23333333333333334,0.02903461456298828,10202
112,50000,0.7333333333333333,0.08073854446411133,50602
112,100000,0.8333333333333334,0.13435101509094238,100118
112,200000,0.9666666666666667,0.19452548027038574,200299
112,300000,0.9666666666666667,0.24969148635864258,300032
112,500000,1.0,0.38202857971191406,501531
168,500,0.06666666666666667,0.019053220748901367,1574
168,1000,0.06666666666666667,0.01906728744506836,1574
168,3000,0.26666666666666666,0.02719593048095703,4206
168,5000,0.26666666666666666,0.02727818489074707,5233
168,10000,0.26666666666666666,0.035521745681762695,10178
168,50000,0.43333333333333335,0.06973576545715332,51938
168,100000,0.5,0.09714770317077637,101862
168,200000,0.6333333333333333,0.16312074661254883,200183
168,300000,0.9333333333333333,0.22257566452026367,300496
168,500000,0.9666666666666667,0.33421921730041504,501271
260,500,0.06666666666666667,0.019147634506225586,1689
260,1000,0.06666666666666667,0.019161224365234375,1689
260,3000,0.1,0.027204275131225586,3430
260,5000,0.13333333333333333,0.027354001998901367,6669
260,10000,0.23333333333333334,0.027491092681884766,10247
260,50000,0.43333333333333335,0.0610654354095459,50701
260,100000,0.7,0.09634137153625488,100187
260,200000,0.8,0.14436888694763184,200923
260,300000,0.8666666666666667,0.19329595565795898,300029
260,500000,0.9666666666666667,0.3234851360321045,501431
388,500,0.03333333333333333,0.020884037017822266,1889
388,1000,0.03333333333333333,0.020897626876831055,1889
388,3000,0.03333333333333333,0.020978689193725586,3871
388,5000,0.03333333333333333,0.02895045280456543,6196
388,10000,0.06666666666666667,0.029102802276611328,10107
388,50000,0.5,0.06369757652282715,50022
388,100000,0.6666666666666666,0.09044480323791504,100651
388,200000,0.7666666666666667,0.12923860549926758,200048
388,300000,0.7666666666666667,0.18731069564819336,300095
388,500000,0.9666666666666667,0.3004176616668701,500329
578,500,0.03333333333333333,0.02083730697631836,1564
578,1000,0.03333333333333333,0.02085137367248535,1564
578,3000,0.03333333333333333,0.02093195915222168,3188
578,5000,0.03333333333333333,0.021010160446166992,5121
578,10000,0.23333333333333334,0.0369870662689209,11542
578,50000,0.5333333333333333,0.07117557525634766,50447
578,100000,0.9333333333333333,0.12383627891540527,100042
578,200000,0.9333333333333333,0.1819915771484375,200215
578,300000,0.9666666666666667,0.24170899391174316,300245
578,500000,1.0,0.36516284942626953,500000
632,500,0.03333333333333333,0.019938230514526367,1345
632,1000,0.03333333333333333,0.019951581954956055,1345
632,3000,0.2,0.027952909469604492,3123
632,5000,0.3,0.035971641540527344,5256
632,10000,0.3,0.03619074821472168,10516
632,50000,0.4666666666666667,0.05435442924499512,50150
632,100000,0.6,0.09778332710266113,100769
632,200000,0.7333333333333333,0.14484524726867676,200065
632,300000,0.9666666666666667,0.20519042015075684,300669
632,500000,1.0,0.3481934070587158,501435
733,500,0.06666666666666667,0.01967644691467285,2212
733,1000,0.06666666666666667,0.019690752029418945,2212
733,3000,0.1,0.02761244773864746,3966
733,5000,0.1,0.027699708938598633,5930
733,10000,0.3333333333333333,0.03581738471984863,11519
733,50000,0.4666666666666667,0.05408596992492676,50320
733,100000,0.7,0.0900125503540039,101238
733,200000,0.7666666666666667,0.14828705787658691,200741
733,300000,0.9,0.1991124153137207,300105
733,500000,0.9333333333333333,0.2818899154663086,500188
875,500,0.03333333333333333,0.018798112869262695,1889
875,1000,0.03333333333333333,0.01881122589111328,1889
