query,condition,knn_score,time,visited_objects
296166,500,0.06666666666666667,0.08880472183227539,3906
296166,1000,0.06666666666666667,0.08883190155029297,3906
296166,3000,0.06666666666666667,0.08884429931640625,3906
296166,5000,0.16666666666666666,0.1156775951385498,14180
296166,10000,0.16666666666666666,0.11573648452758789,14180
296166,50000,0.8,0.3007986545562744,60665
296166,100000,0.9666666666666667,0.5238149166107178,103990
296166,200000,1.0,1.0284545421600342,202283
296166,300000,1.0,1.4546241760253906,301626
296166,500000,1.0,2.4929354190826416,503541
551155,500,0.13333333333333333,0.033347129821777344,1873
551155,1000,0.13333333333333333,0.03337430953979492,1873
551155,3000,0.13333333333333333,0.06947803497314453,9691
551155,5000,0.13333333333333333,0.06953597068786621,9691
551155,10000,0.23333333333333334,0.06985712051391602,14369
551155,50000,0.7,0.19635295867919922,53549
551155,100000,0.9,0.39058566093444824,102647
551155,200000,1.0,0.8426303863525391,202590
551155,300000,1.0,1.2591955661773682,304005
551155,500000,1.0,2.330726385116577,500835
557192,500,0.1,0.06020784378051758,2095
557192,1000,0.1,0.060236454010009766,2095
557192,3000,0.1,0.06068229675292969,3226
557192,5000,0.13333333333333333,0.06080818176269531,13924
557192,10000,0.13333333333333333,0.060828447341918945,13924
557192,50000,0.5,0.3286170959472656,50050
557192,100000,0.8333333333333334,0.5265209674835205,101776
557192,200000,0.9333333333333333,0.9865679740905762,200852
557192,300000,0.9666666666666667,1.7042250633239746,301601
557192,500000,1.0,3.1217496395111084,505395
565691,500,0.36666666666666664,0.10381150245666504,3063
565691,1000,0.36666666666666664,0.10385012626647949,3063
565691,3000,0.36666666666666664,0.10387253761291504,3063
565691,5000,0.5333333333333333,0.10431361198425293,14175
565691,10000,0.5333333333333333,0.10434675216674805,14175
565691,50000,0.8666666666666667,0.28684210777282715,53575
565691,100000,1.0,0.6415247917175293,100167
565691,200000,1.0,1.1759147644042969,200646
565691,300000,1.0,1.5618782043457031,303437
565691,500000,1.0,2.44777250289917,500765
597668,500,0.4,0.07023024559020996,1207
597668,1000,0.4,0.07026028633117676,1207
597668,3000,0.6666666666666666,0.07062435150146484,3256
597668,5000,0.6666666666666666,0.07072710990905762,5915
597668,10000,0.8,0.10466933250427246,10187
597668,50000,0.9666666666666667,0.25839900970458984,52402
597668,100000,0.9666666666666667,0.4478445053100586,105509
597668,200000,1.0,0.9396932125091553,200220
597668,300000,1.0,1.3639225959777832,302227
597668,500000,1.0,2.718679189682007,503566
887357,500,0.2,0.07251572608947754,1864
887357,1000,0.2,0.07255125045776367,1864
887357,3000,0.26666666666666666,0.10120320320129395,3447
887357,5000,0.26666666666666666,0.10157942771911621,5028
887357,10000,0.4,0.13007235527038574,18492
887357,50000,0.5,0.314669132232666,50130
887357,100000,0.8,0.49520254135131836,105382
887357,200000,1.0,0.9549033641815186,200266
887357,300000,1.0,1.5556859970092773,300255
887357,500000,1.0,2.820673942565918,503461
930954,500,0.4,0.08026552200317383,1995
930954,1000,0.4,0.08029294013977051,1995
930954,3000,0.43333333333333335,0.10818624496459961,4817
930954,5000,0.43333333333333335,0.10839104652404785,5377
930954,10000,0.5333333333333333,0.1437206268310547,10579
930954,50000,1.0,0.3495912551879883,50441
930954,100000,1.0,0.6670548915863037,101489
930954,200000,1.0,1.4623939990997314,202003
930954,300000,1.0,2.176609992980957,303338
930954,500000,1.0,3.347663164138794,501971
1158847,500,0.03333333333333333,0.11051464080810547,2923
1158847,1000,0.03333333333333333,0.11055922508239746,2923
1158847,3000,0.06666666666666667,0.1443309783935547,4252
1158847,5000,0.1,0.1444854736328125,8276
1158847,10000,0.13333333333333333,0.14481353759765625,12103
1158847,50000,0.3,0.30460429191589355,52820
1158847,100000,0.7666666666666667,0.46013307571411133,100566
1158847,200000,0.8666666666666667,0.9457199573516846,203880
1158847,300000,1.0,1.3922395706176758,303067
1158847,500000,1.0,2.395958185195923,504939
1172868,500,0.2,0.06290817260742188,8578
1172868,1000,0.2,0.06294703483581543,8578
1172868,3000,0.2,0.06296849250793457,8578
1172868,5000,0.2,0.0629878044128418,8578
1172868,10000,0.2,0.06315016746520996,10805
1172868,50000,0.6,0.19064068794250488,50846
1172868,100000,0.9666666666666667,0.3334665298461914,103144
1172868,200000,0.9666666666666667,0.8132643699645996,200095
1172868,300000,1.0,1.4565620422363281,300491
1172868,500000,1.0,2.3130459785461426,500052
1265894,500,0.16666666666666666,0.07264590263366699,4027
1265894,1000,0.16666666666666666,0.07268309593200684,4027
1265894,3000,0.16666666666666666,0.07270026206970215,4027
1265894,5000,0.23333333333333334,0.07285237312316895,5826
1265894,10000,0.36666666666666664,0.11059427261352539,10376
1265894,50000,0.7666666666666667,0.3918492794036865,50035
1265894,100000,0.9666666666666667,0.7802102565765381,100038
1265894,200000,1.0,1.3836603164672852,200465
1265894,300000,1.0,1.917912483215332,303674
1265894,500000,1.0,2.9233691692352295,501473
1323044,500,0.43333333333333335,0.06391263008117676,1995
1323044,1000,0.43333333333333335,0.06395459175109863,1995
1323044,3000,0.4666666666666667,0.06481170654296875,3643
1323044,5000,0.4666666666666667,0.0660855770111084,5019
1323044,10000,0.5,0.1500999927520752,13008
1323044,50000,0.6,0.48685193061828613,50677
1323044,100000,0.7333333333333333,0.8098840713500977,100313
1323044,200000,0.9666666666666667,1.3433594703674316,200166
1323044,300000,0.9666666666666667,2.14888334274292,300455
1323044,500000,1.0,3.2460319995880127,501467
1379373,500,0.1,0.08896803855895996,2267
1379373,1000,0.1,0.0890192985534668,2267
1379373,3000,0.16666666666666666,0.08971142768859863,3469
