query,condition,knn_score,time,visited_objects
88928,500,0.06666666666666668,0.0636441707611084,503
88928,1000,0.13333333333333333,0.17380309104919436,1003
88928,3000,0.3,0.787755012512207,3002
88928,5000,0.43333333333333335,1.926778793334961,5000
88928,10000,0.5666666666666667,6.1012914180755615,10004
88928,50000,0.6333333333333333,108.10300397872923,50002
88928,100000,0.6333333333333333,302.5827844142914,100005
88928,200000,0.7666666666666667,760.2645337581635,200000
88928,300000,0.8,1146.5691304206848,300009
88928,500000,0.8333333333333334,2396.8711233139043,500001
89259,500,0.13333333333333333,0.06823849678039551,501
89259,1000,0.13333333333333333,0.19357943534851074,1000
89259,3000,0.16666666666666666,1.041697978973389,3007
89259,5000,0.3,2.5750563144683842,5001
89259,10000,0.4,7.130629301071168,10000
89259,50000,0.5666666666666667,113.96170949935913,50002
89259,100000,0.5666666666666667,288.99161314964294,100003
89259,200000,0.5666666666666667,845.2940640449524,200001
89259,300000,0.7,1428.2513828277588,300000
89259,500000,0.7333333333333333,2201.9617278575893,500001
89323,500,0.06666666666666668,0.06193780899047852,522
89323,1000,0.13333333333333333,0.15175867080688474,1000
89323,3000,0.16666666666666666,0.5369436740875244,3005
89323,5000,0.26666666666666666,1.109297275543213,5042
89323,10000,0.36666666666666653,4.3767831325531015,10005
89323,50000,0.5,70.55378794670105,50000
89323,100000,0.5666666666666667,225.5548799037933,100000
89323,200000,0.6333333333333333,749.1721303462982,200028
89323,300000,0.7,1481.5876047611234,300000
89323,500000,0.8,3352.553491830826,500001
89614,500,0.26666666666666666,0.0356137752532959,508
89614,1000,0.43333333333333335,0.08515453338623047,1010
89614,3000,0.5666666666666667,0.3050243854522705,3004
89614,5000,0.6333333333333333,0.6595275402069092,5002
89614,10000,0.6666666666666666,1.7469496726989746,10005
89614,50000,0.7666666666666667,22.364675998687744,50001
89614,100000,0.8,92.73520016670228,100003
89614,200000,0.8666666666666667,421.39956951141363,200000
89614,300000,0.8666666666666667,759.1631691455841,300000
89614,500000,0.8666666666666667,1765.23779630661,500000
90037,500,0.36666666666666653,0.08566164970397949,505
90037,1000,0.43333333333333335,0.2488663196563721,1002
90037,3000,0.4666666666666667,1.271613597869873,3005
90037,5000,0.4666666666666667,2.950169324874878,5005
90037,10000,0.5666666666666667,7.213541030883789,10005
90037,50000,0.7,121.0509910583496,50001
90037,100000,0.7333333333333333,386.943749666214,100011
90037,200000,0.7333333333333333,1124.3365862369535,200001
90037,300000,0.7666666666666667,1651.6224658489227,300001
90037,500000,0.8333333333333334,2875.5799899101257,500000
90126,500,0.3333333333333333,0.11511898040771484,500
90126,1000,0.36666666666666653,0.2667398452758789,1004
90126,3000,0.43333333333333335,0.9036824703216552,3000
90126,5000,0.5333333333333333,2.0942540168762207,5002
90126,10000,0.5333333333333333,5.521218776702881,10009
90126,50000,0.6333333333333333,69.29127430915833,50002
90126,100000,0.6333333333333333,180.1423032283783,100000
90126,200000,0.6666666666666666,681.3218584060669,200000
90126,300000,0.7333333333333333,1332.0470471382139,300000
90126,500000,0.8333333333333334,2765.563454389572,500000
90497,500,0.36666666666666653,0.0402073860168457,503
90497,1000,0.43333333333333335,0.08335375785827638,1000
90497,3000,0.6666666666666666,0.31142520904541016,3005
90497,5000,0.7,0.4843509197235107,5016
90497,10000,0.7333333333333333,0.9934315681457521,10019
90497,50000,0.8,25.900171041488647,50002
90497,100000,0.8,85.84486627578734,100001
90497,200000,0.9,234.89424848556519,200001
90497,300000,0.9333333333333332,601.1951110363008,300002
90497,500000,0.9333333333333332,1743.0583577156067,500009
90805,500,0.3,0.05602288246154785,517
90805,1000,0.3,0.09726977348327637,1006
90805,3000,0.43333333333333335,0.5803759098052979,3002
90805,5000,0.4666666666666667,1.5024991035461426,5003
90805,10000,0.5333333333333333,4.628920555114746,10004
90805,50000,0.7,60.944682121276855,50002
90805,100000,0.7333333333333333,117.35586810112,100000
90805,200000,0.7666666666666667,553.4918248653412,200011
90805,300000,0.7666666666666667,1262.5224688053129,300002
90805,500000,0.8333333333333334,2720.0558297634125,500002
90921,500,0.16666666666666666,0.08334040641784668,500
90921,1000,0.3,0.16288280487060547,1000
90921,3000,0.4666666666666667,0.7207388877868652,3001
90921,5000,0.5333333333333333,1.5537731647491455,5001
90921,10000,0.6333333333333333,5.0641136169433585,10002
90921,50000,0.6666666666666666,80.70944023132323,50006
90921,100000,0.6666666666666666,214.3511276245117,100001
90921,200000,0.7,547.4547033309937,200001
90921,300000,0.7,959.4163463115692,300013
